id,title,category,subcategory,parent_id,difficulty,importance,game_phases,aliases,related_concepts,review_status
decision_making.tactical_move_choice,Tactical Move Choice,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.strategic_move_choice|decision_making.intuition_versus_calculation,ontology_only
decision_making.intuition_versus_calculation,Intuition versus Calculation,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.tactical_move_choice|decision_making.decision_confidence,ontology_only
decision_making.decision_confidence,Decision Confidence,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.intuition_versus_calculation|decision_making.final_blunder_check,ontology_only
decision_making.final_blunder_check,Final Blunder Check,Decision Making,Move Selection,,beginner,7,universal,,decision_making.decision_confidence|decision_making.critical_moment_identification,ontology_only
pawn_endgames.opposition,Opposition,Pawn Endgames,Pawn-Endgame Technique,,intermediate,10,endgame,,pawn_endgames.transformation_into_a_drawn_pawn_ending|pawn_endgames.direct_opposition,ontology_only
pawn_endgames.direct_opposition,Direct Opposition,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.opposition|pawn_endgames.distant_opposition,ontology_only
pawn_endgames.distant_opposition,Distant Opposition,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.direct_opposition|pawn_endgames.diagonal_opposition,ontology_only
pawn_endgames.diagonal_opposition,Diagonal Opposition,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.distant_opposition|pawn_endgames.corresponding_squares,ontology_only
pawn_endgames.corresponding_squares,Corresponding Squares,Pawn Endgames,Pawn-Endgame Technique,,expert,6,endgame,,pawn_endgames.diagonal_opposition|pawn_endgames.key_squares,ontology_only
pawn_endgames.key_squares,Key Squares,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.corresponding_squares|pawn_endgames.rule_of_the_square,ontology_only
pawn_endgames.rule_of_the_square,Rule of the Square,Pawn Endgames,Pawn-Endgame Technique,,beginner,7,endgame,,pawn_endgames.key_squares|pawn_endgames.zugzwang,ontology_only
pawn_endgames.zugzwang,Zugzwang,Pawn Endgames,Pawn-Endgame Technique,,advanced,7,endgame,,pawn_endgames.rule_of_the_square|pawn_endgames.mutual_zugzwang,ontology_only
pawn_endgames.mutual_zugzwang,Mutual Zugzwang,Pawn Endgames,Pawn-Endgame Technique,,advanced,7,endgame,,pawn_endgames.zugzwang|pawn_endgames.reserve_tempo|drawing_mechanisms.mutual_zugzwang,ontology_only
pawn_endgames.reserve_tempo,Reserve Tempo,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.mutual_zugzwang|pawn_endgames.spare_pawn_move,ontology_only
pawn_endgames.spare_pawn_move,Spare Pawn Move,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.reserve_tempo|pawn_endgames.triangulation,ontology_only
pawn_endgames.triangulation,Triangulation,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.spare_pawn_move|pawn_endgames.king_penetration,ontology_only
pawn_endgames.king_penetration,King Penetration,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.triangulation|pawn_endgames.king_shoulder,ontology_only
pawn_endgames.king_shoulder,King Shoulder,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.king_penetration|pawn_endgames.outflanking,ontology_only
pawn_endgames.outflanking,Outflanking,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.king_shoulder|pawn_endgames.flanking_manoeuvre,ontology_only
pawn_endgames.flanking_manoeuvre,Flanking Manoeuvre,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.outflanking|pawn_endgames.pawn_race,ontology_only
pawn_endgames.pawn_race,Pawn Race,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.flanking_manoeuvre|pawn_endgames.promotion_with_check,ontology_only
pawn_endgames.promotion_with_check,Promotion with Check,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.pawn_race|pawn_endgames.breakthrough,ontology_only
pawn_endgames.breakthrough,Breakthrough,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.promotion_with_check|pawn_endgames.outside_passed_pawn,ontology_only
pawn_endgames.outside_passed_pawn,Outside Passed Pawn,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.breakthrough|pawn_endgames.protected_passed_pawn|pawn_structures.outside_passed_pawn,ontology_only
pawn_endgames.protected_passed_pawn,Protected Passed Pawn,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.outside_passed_pawn|pawn_endgames.connected_passed_pawns|pawn_structures.protected_passed_pawn,ontology_only
pawn_endgames.connected_passed_pawns,Connected Passed Pawns,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.protected_passed_pawn|pawn_endgames.pawn_majority|pawn_structures.connected_passed_pawns,ontology_only
pawn_endgames.pawn_majority,Pawn Majority,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.connected_passed_pawns|pawn_endgames.candidate_passed_pawn|pawn_structures.pawn_majority,ontology_only
pawn_endgames.candidate_passed_pawn,Candidate Passed Pawn,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.pawn_majority|pawn_endgames.king_versus_pawn|pawn_structures.candidate_passed_pawn,ontology_only
pawn_endgames.king_versus_pawn,King versus Pawn,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.candidate_passed_pawn|pawn_endgames.king_and_pawn_versus_king,ontology_only
pawn_endgames.king_and_pawn_versus_king,King and Pawn versus King,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.king_versus_pawn|pawn_endgames.rook_pawn_exception,ontology_only
pawn_endgames.rook_pawn_exception,Rook-Pawn Exception,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.king_and_pawn_versus_king|pawn_endgames.stalemate_in_pawn_endgames,ontology_only
pawn_endgames.stalemate_in_pawn_endgames,Stalemate in Pawn Endgames,Pawn Endgames,Pawn-Endgame Technique,,intermediate,7,endgame,,pawn_endgames.rook_pawn_exception|pawn_endgames.transformation_into_a_won_pawn_ending,ontology_only
pawn_endgames.transformation_into_a_won_pawn_ending,Transformation into a Won Pawn Ending,Pawn Endgames,Pawn-Endgame Technique,,advanced,7,endgame,,pawn_endgames.stalemate_in_pawn_endgames|pawn_endgames.transformation_into_a_drawn_pawn_ending,ontology_only
pawn_endgames.transformation_into_a_drawn_pawn_ending,Transformation into a Drawn Pawn Ending,Pawn Endgames,Pawn-Endgame Technique,,advanced,7,endgame,,pawn_endgames.transformation_into_a_won_pawn_ending|pawn_endgames.opposition,ontology_only
rook_endgames.active_rook,Active Rook,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_sacrifice_for_the_last_pawn|rook_endgames.passive_rook|piece_activity.active_rook,ontology_only
rook_endgames.passive_rook,Passive Rook,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.active_rook|rook_endgames.rook_behind_the_passed_pawn,ontology_only
rook_endgames.rook_behind_the_passed_pawn,Rook behind the Passed Pawn,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.passive_rook|rook_endgames.rook_in_front_of_the_passed_pawn,ontology_only
rook_endgames.rook_in_front_of_the_passed_pawn,Rook in Front of the Passed Pawn,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_behind_the_passed_pawn|rook_endgames.cut_off_king,ontology_only
rook_endgames.cut_off_king,Cut-Off King,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_in_front_of_the_passed_pawn|rook_endgames.checking_distance,ontology_only
rook_endgames.checking_distance,Checking Distance,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.cut_off_king|rook_endgames.side_checks,ontology_only
rook_endgames.side_checks,Side Checks,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.checking_distance|rook_endgames.rear_checks,ontology_only
rook_endgames.rear_checks,Rear Checks,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.side_checks|rook_endgames.short_side_defence,ontology_only
rook_endgames.short_side_defence,Short-Side Defence,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rear_checks|rook_endgames.long_side_defence,ontology_only
rook_endgames.long_side_defence,Long-Side Defence,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.short_side_defence|rook_endgames.lucena_position,ontology_only
rook_endgames.lucena_position,Lucena Position,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.long_side_defence|rook_endgames.building_a_bridge,ontology_only
rook_endgames.building_a_bridge,Building a Bridge,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.lucena_position|rook_endgames.philidor_position,ontology_only
rook_endgames.philidor_position,Philidor Position,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.building_a_bridge|rook_endgames.third_rank_defence,ontology_only
rook_endgames.third_rank_defence,Third-Rank Defence,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.philidor_position|rook_endgames.vancura_position,ontology_only
rook_endgames.vancura_position,Vancura Position,Rook Endgames,Rook-Endgame Technique,,expert,6,endgame,,rook_endgames.third_rank_defence|rook_endgames.rook_versus_passed_pawn,ontology_only
rook_endgames.rook_versus_passed_pawn,Rook versus Passed Pawn,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.vancura_position|rook_endgames.rook_versus_connected_passed_pawns,ontology_only
rook_endgames.rook_versus_connected_passed_pawns,Rook versus Connected Passed Pawns,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_versus_passed_pawn|rook_endgames.rook_pawn_endings,ontology_only
rook_endgames.rook_pawn_endings,Rook-Pawn Endings,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_versus_connected_passed_pawns|rook_endgames.rook_and_pawn_versus_rook,ontology_only
rook_endgames.rook_and_pawn_versus_rook,Rook and Pawn versus Rook,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_pawn_endings|rook_endgames.rook_activity_before_pawn_grabbing,ontology_only
rook_endgames.rook_activity_before_pawn_grabbing,Rook Activity before Pawn Grabbing,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_and_pawn_versus_rook|rook_endgames.king_activity_in_rook_endgames,ontology_only
rook_endgames.king_activity_in_rook_endgames,King Activity in Rook Endgames,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_activity_before_pawn_grabbing|rook_endgames.rook_on_the_seventh_rank,ontology_only
rook_endgames.rook_on_the_seventh_rank,Rook on the Seventh Rank,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.king_activity_in_rook_endgames|rook_endgames.transition_into_a_pawn_ending|piece_activity.rook_on_the_seventh_rank,ontology_only
rook_endgames.transition_into_a_pawn_ending,Transition into a Pawn Ending,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_on_the_seventh_rank|rook_endgames.rook_endgame_fortresses,ontology_only
rook_endgames.rook_endgame_fortresses,Rook Endgame Fortresses,Rook Endgames,Rook-Endgame Technique,,advanced,7,endgame,,rook_endgames.transition_into_a_pawn_ending|rook_endgames.cutting_the_king_horizontally,ontology_only
rook_endgames.cutting_the_king_horizontally,Cutting the King Horizontally,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.rook_endgame_fortresses|rook_endgames.cutting_the_king_vertically,ontology_only
rook_endgames.cutting_the_king_vertically,Cutting the King Vertically,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.cutting_the_king_horizontally|rook_endgames.checking_from_the_side,ontology_only
rook_endgames.checking_from_the_side,Checking from the Side,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.cutting_the_king_vertically|rook_endgames.rook_sacrifice_for_the_last_pawn,ontology_only
rook_endgames.rook_sacrifice_for_the_last_pawn,Rook Sacrifice for the Last Pawn,Rook Endgames,Rook-Endgame Technique,,intermediate,7,endgame,,rook_endgames.checking_from_the_side|rook_endgames.active_rook,ontology_only
queen_endgames.queen_activity,Queen Activity,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_versus_two_minor_pieces|queen_endgames.queen_centralization,ontology_only
queen_endgames.queen_centralization,Queen Centralization,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_activity|queen_endgames.perpetual_check|piece_evaluation.queen_centralization,ontology_only
queen_endgames.perpetual_check,Perpetual Check,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_centralization|queen_endgames.queen_checks_from_distance|tactics.perpetual_check|defence.perpetual_check,ontology_only
queen_endgames.queen_checks_from_distance,Queen Checks from Distance,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.perpetual_check|queen_endgames.queen_versus_pawn,ontology_only
queen_endgames.queen_versus_pawn,Queen versus Pawn,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_checks_from_distance|queen_endgames.queen_versus_rook_pawn,ontology_only
queen_endgames.queen_versus_rook_pawn,Queen versus Rook Pawn,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_versus_pawn|queen_endgames.queen_versus_bishop_pawn,ontology_only
queen_endgames.queen_versus_bishop_pawn,Queen versus Bishop Pawn,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_versus_rook_pawn|queen_endgames.queen_versus_advanced_pawn,ontology_only
queen_endgames.queen_versus_advanced_pawn,Queen versus Advanced Pawn,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_versus_bishop_pawn|queen_endgames.queen_and_pawn_versus_queen,ontology_only
queen_endgames.queen_and_pawn_versus_queen,Queen and Pawn versus Queen,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_versus_advanced_pawn|queen_endgames.queen_trade_decision,ontology_only
queen_endgames.queen_trade_decision,Queen Trade Decision,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_and_pawn_versus_queen|queen_endgames.king_safety_in_queen_endgames,ontology_only
queen_endgames.king_safety_in_queen_endgames,King Safety in Queen Endgames,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_trade_decision|queen_endgames.passed_pawn_in_queen_endgames,ontology_only
queen_endgames.passed_pawn_in_queen_endgames,Passed Pawn in Queen Endgames,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.king_safety_in_queen_endgames|queen_endgames.queen_endgame_fortress,ontology_only
queen_endgames.queen_endgame_fortress,Queen Endgame Fortress,Queen Endgames,Queen-Endgame Technique,,advanced,7,endgame,,queen_endgames.passed_pawn_in_queen_endgames|queen_endgames.stalemate_tricks_in_queen_endgames,ontology_only
queen_endgames.stalemate_tricks_in_queen_endgames,Stalemate Tricks in Queen Endgames,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_endgame_fortress|queen_endgames.cross_checks,ontology_only
queen_endgames.cross_checks,Cross-Checks,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.stalemate_tricks_in_queen_endgames|queen_endgames.checking_geometry,ontology_only
queen_endgames.checking_geometry,Checking Geometry,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.cross_checks|queen_endgames.queen_domination,ontology_only
queen_endgames.queen_domination,Queen Domination,Queen Endgames,Queen-Endgame Technique,,advanced,7,endgame,,queen_endgames.checking_geometry|queen_endgames.queen_versus_rook,ontology_only
queen_endgames.queen_versus_rook,Queen versus Rook,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_domination|queen_endgames.queen_versus_minor_piece,ontology_only
queen_endgames.queen_versus_minor_piece,Queen versus Minor Piece,Queen Endgames,Queen-Endgame Technique,,intermediate,7,endgame,,queen_endgames.queen_versus_rook|queen_endgames.queen_versus_two_minor_pieces,ontology_only
queen_endgames.queen_versus_two_minor_pieces,Queen versus Two Minor Pieces,Queen Endgames,Queen-Endgame Technique,,expert,6,endgame,,queen_endgames.queen_versus_minor_piece|queen_endgames.queen_activity,ontology_only
bishop_endgames.same_coloured_bishops,Same-Coloured Bishops,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_sacrifice_for_the_last_pawn|bishop_endgames.opposite_coloured_bishops,ontology_only
bishop_endgames.opposite_coloured_bishops,Opposite-Coloured Bishops,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.same_coloured_bishops|bishop_endgames.good_bishop,ontology_only
bishop_endgames.good_bishop,Good Bishop,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.opposite_coloured_bishops|bishop_endgames.bad_bishop|piece_evaluation.good_bishop,ontology_only
bishop_endgames.bad_bishop,Bad Bishop,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.good_bishop|bishop_endgames.bishop_outside_the_pawn_chain|piece_evaluation.bad_bishop,ontology_only
bishop_endgames.bishop_outside_the_pawn_chain,Bishop Outside the Pawn Chain,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bad_bishop|bishop_endgames.bishop_behind_the_pawn_chain,ontology_only
bishop_endgames.bishop_behind_the_pawn_chain,Bishop behind the Pawn Chain,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_outside_the_pawn_chain|bishop_endgames.bishop_and_outside_passed_pawn,ontology_only
bishop_endgames.bishop_and_outside_passed_pawn,Bishop and Outside Passed Pawn,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_behind_the_pawn_chain|bishop_endgames.bishop_zugzwang,ontology_only
bishop_endgames.bishop_zugzwang,Bishop Zugzwang,Bishop Endgames,Bishop-Endgame Technique,,advanced,7,endgame,,bishop_endgames.bishop_and_outside_passed_pawn|bishop_endgames.bishop_versus_pawns,ontology_only
bishop_endgames.bishop_versus_pawns,Bishop versus Pawns,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_zugzwang|bishop_endgames.bishop_versus_rook_pawn,ontology_only
bishop_endgames.bishop_versus_rook_pawn,Bishop versus Rook Pawn,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_versus_pawns|bishop_endgames.wrong_bishop,ontology_only
bishop_endgames.wrong_bishop,Wrong Bishop,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_versus_rook_pawn|bishop_endgames.wrong_bishop_fortress,ontology_only
bishop_endgames.wrong_bishop_fortress,Wrong-Bishop Fortress,Bishop Endgames,Bishop-Endgame Technique,,advanced,7,endgame,,bishop_endgames.wrong_bishop|bishop_endgames.correct_bishop|drawing_mechanisms.wrong_bishop_fortress,ontology_only
bishop_endgames.correct_bishop,Correct Bishop,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.wrong_bishop_fortress|bishop_endgames.cutting_off_the_defending_king,ontology_only
bishop_endgames.cutting_off_the_defending_king,Cutting Off the Defending King,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.correct_bishop|bishop_endgames.opposite_coloured_bishop_fortress,ontology_only
bishop_endgames.opposite_coloured_bishop_fortress,Opposite-Coloured Bishop Fortress,Bishop Endgames,Bishop-Endgame Technique,,advanced,7,endgame,,bishop_endgames.cutting_off_the_defending_king|bishop_endgames.two_weaknesses_with_opposite_coloured_bishops|drawing_mechanisms.opposite_coloured_bishop_fortress,ontology_only
bishop_endgames.two_weaknesses_with_opposite_coloured_bishops,Two Weaknesses with Opposite-Coloured Bishops,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.opposite_coloured_bishop_fortress|bishop_endgames.attacking_chances_with_opposite_coloured_bishops,ontology_only
bishop_endgames.attacking_chances_with_opposite_coloured_bishops,Attacking Chances with Opposite-Coloured Bishops,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.two_weaknesses_with_opposite_coloured_bishops|bishop_endgames.bishop_domination,ontology_only
bishop_endgames.bishop_domination,Bishop Domination,Bishop Endgames,Bishop-Endgame Technique,,advanced,7,endgame,,bishop_endgames.attacking_chances_with_opposite_coloured_bishops|bishop_endgames.bishop_triangulation,ontology_only
bishop_endgames.bishop_triangulation,Bishop Triangulation,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_domination|bishop_endgames.bishop_sacrifice_for_the_last_pawn,ontology_only
bishop_endgames.bishop_sacrifice_for_the_last_pawn,Bishop Sacrifice for the Last Pawn,Bishop Endgames,Bishop-Endgame Technique,,intermediate,7,endgame,,bishop_endgames.bishop_triangulation|bishop_endgames.same_coloured_bishops,ontology_only
knight_endgames.knight_activity,Knight Activity,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.rook_pawn_as_the_knights_enemy|knight_endgames.knight_centralization,ontology_only
knight_endgames.knight_centralization,Knight Centralization,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_activity|knight_endgames.knight_outpost,ontology_only
knight_endgames.knight_outpost,Knight Outpost,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_centralization|knight_endgames.knight_blockade|positional.knight_outpost|piece_evaluation.knight_outpost,ontology_only
knight_endgames.knight_blockade,Knight Blockade,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_outpost|knight_endgames.knight_domination|positional.knight_blockade,ontology_only
knight_endgames.knight_domination,Knight Domination,Knight Endgames,Knight-Endgame Technique,,advanced,7,endgame,,knight_endgames.knight_blockade|knight_endgames.knight_versus_passed_pawn,ontology_only
knight_endgames.knight_versus_passed_pawn,Knight versus Passed Pawn,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_domination|knight_endgames.knight_versus_rook_pawn,ontology_only
knight_endgames.knight_versus_rook_pawn,Knight versus Rook Pawn,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_versus_passed_pawn|knight_endgames.knight_versus_connected_pawns,ontology_only
knight_endgames.knight_versus_connected_pawns,Knight versus Connected Pawns,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_versus_rook_pawn|knight_endgames.knight_manoeuvring,ontology_only
knight_endgames.knight_manoeuvring,Knight Manoeuvring,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_versus_connected_pawns|knight_endgames.knight_fork_in_the_endgame,ontology_only
knight_endgames.knight_fork_in_the_endgame,Knight Fork in the Endgame,Knight Endgames,Knight-Endgame Technique,,beginner,7,endgame,,knight_endgames.knight_manoeuvring|knight_endgames.knight_fortress,ontology_only
knight_endgames.knight_fortress,Knight Fortress,Knight Endgames,Knight-Endgame Technique,,advanced,7,endgame,,knight_endgames.knight_fork_in_the_endgame|knight_endgames.king_and_knight_coordination|drawing_mechanisms.knight_fortress,ontology_only
knight_endgames.king_and_knight_coordination,King and Knight Coordination,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_fortress|knight_endgames.knight_versus_bishop,ontology_only
knight_endgames.knight_versus_bishop,Knight versus Bishop,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.king_and_knight_coordination|knight_endgames.good_knight_versus_bad_bishop,ontology_only
knight_endgames.good_knight_versus_bad_bishop,Good Knight versus Bad Bishop,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_versus_bishop|knight_endgames.bad_knight_versus_good_bishop,ontology_only
knight_endgames.bad_knight_versus_good_bishop,Bad Knight versus Good Bishop,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.good_knight_versus_bad_bishop|knight_endgames.knight_on_both_wings,ontology_only
knight_endgames.knight_on_both_wings,Knight on Both Wings,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.bad_knight_versus_good_bishop|knight_endgames.knights_limited_range,ontology_only
knight_endgames.knights_limited_range,Knight’s Limited Range,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knight_on_both_wings|knight_endgames.rook_pawn_as_the_knights_enemy,ontology_only
knight_endgames.rook_pawn_as_the_knights_enemy,Rook Pawn as the Knight’s Enemy,Knight Endgames,Knight-Endgame Technique,,intermediate,7,endgame,,knight_endgames.knights_limited_range|knight_endgames.knight_activity,ontology_only
bishop_vs_knight.bishop_versus_knight_imbalance,Bishop versus Knight Imbalance,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.exchange_decision_in_bishop_versus_knight_positions|bishop_vs_knight.open_position_favouring_the_bishop,ontology_only
bishop_vs_knight.open_position_favouring_the_bishop,Open Position Favouring the Bishop,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.bishop_versus_knight_imbalance|bishop_vs_knight.closed_position_favouring_the_knight,ontology_only
bishop_vs_knight.closed_position_favouring_the_knight,Closed Position Favouring the Knight,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.open_position_favouring_the_bishop|bishop_vs_knight.bishop_on_both_wings,ontology_only
bishop_vs_knight.bishop_on_both_wings,Bishop on Both Wings,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.closed_position_favouring_the_knight|bishop_vs_knight.knight_blockade_against_bishop,ontology_only
bishop_vs_knight.knight_blockade_against_bishop,Knight Blockade against Bishop,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.bishop_on_both_wings|bishop_vs_knight.bishop_restriction_of_knight,ontology_only
bishop_vs_knight.bishop_restriction_of_knight,Bishop Restriction of Knight,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.knight_blockade_against_bishop|bishop_vs_knight.knight_outpost_against_bishop,ontology_only
bishop_vs_knight.knight_outpost_against_bishop,Knight Outpost against Bishop,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.bishop_restriction_of_knight|bishop_vs_knight.good_bishop_versus_bad_knight,ontology_only
bishop_vs_knight.good_bishop_versus_bad_knight,Good Bishop versus Bad Knight,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.knight_outpost_against_bishop|bishop_vs_knight.bad_bishop_versus_good_knight,ontology_only
bishop_vs_knight.bad_bishop_versus_good_knight,Bad Bishop versus Good Knight,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.good_bishop_versus_bad_knight|bishop_vs_knight.fixed_pawns_on_the_bishops_colour,ontology_only
